	Text	Emotion
5173	The onlookers at first thought this accident was part of the show and were creased with laughter , making the poor man even more ir	0
5174	NURSES are being given acting lessons -- to help them cope with irate patie	0
5175	Michael Stein was trying unsuccessfully to calm an irate customer who was arguing about his b	0
5176	Thus if a particularly irate husband pronounced the words three times in the heat of the moment the divorce was permanent and could not be rever	0
5177	She really was mad about what she 'd just found in her free	0
5178	But he still feels miffed and mystified as to why manager Kevin Keegan discarded him so readily from St James ' Park and why no other Premier League clubs were willing to hire his lethal ski	0
5179	Bank customers are notoriously slow to shift their business , even if they are mif	0
5180	The reporter , whose English was stilted and hesitant , tried to get an answer from a miffed Atherton who refused saying he had already answered the same ques	0
5181	If Russia was miffed about the membership plans , other East European nations were delig	0
5182	She was offended and took it all persona	0
5183	He hoped she was n't offended , as a Times repor	0
5184	Indenbaum knew how badly Modigliani needed money so he tried to offer him a sum within his means for the beautiful oil , but Modigliani was offended and obliged Indenbaum to accept the portrait as a pres	0
5185	Nutty was not offen	0
5186	The Doctor looked offen	0
5187	I do n't care if you 're offended , that 's the trut	0
5188	Albert was offended , and swung his legs athletically out of bed , wincing on the distant side of his f	0
5189	His marriage to Osthryth , the sister of King Ecgfrith , inhibited him from bestowing royal favour on Wilfrid until Archbishop Theodore engineered a reconciliation of offended parties in 	0
5190	He did n't seem offended , he did n't exactly appear contr	0
5191	He looks offended when I tell him he is perceived as a man 's 	0
5192	""" A little offended , Bagshot put the key in the lock and opened the d"	0
5193	He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber trunch	0
5194	My hands dart indignantly about my desk as if they were offended mice , opening files , annotating minutes , picking up the recei	0
5195	That may not , however , be enough for the offended part	0
5196	When he took his hand away still saying nothing , she felt slightly hurt and resent	0
5197	Rock became aware that the thrilling , magical father , who had taken his young son backstage , on the road , drinking , water-skiiing , was gradually becoming a resentful tyr	0
5198	Residential workers are faced with youngsters who are not only anxious and resentful about family events , but may also be mistrustful of those who try to help t	0
5199	Carlie and Harvey feel bitter and resentful about the way they 've been trea	0
5200	I coped at the time but now , five years on , I feel guilty and resentful about the whole aff	0
5201	He felt their resentful eyes burning the nape of his n	0
5202	Lucy sent him a resentful glance while adding an explanation for her prese	0
5203	I said I thought Surkov felt resentful because the novels had n't made more mo	0
5204	I have grown up to be distrustful of men , doubtful of my own goodness , extremely resentful and explosively an	0
5205	She felt rather ri	0
5206	At once regretting that she had let herself become riled , she delved into her bag and came out with a bar of s	0
5207	Two could play the same game , and the Russian was now ri	0
5208	It joined me for the rest of the holiday , much to the annoyance of my fellow passeng	0
5209	Busking or playing musical instruments in the Underground , to the annoyance of other passengers , is an of	0
5210	It was after noon by the time we actually got sorted , much to the annoyance of the lady from the Public Relations company who had hired	0
5211	"` I am practical , "" Jessamy insisted with some annoya"	0
5212	Liz suppressed her annoyance before it could take h	0
5213	She stopped as she saw the look of annoyance on his f	0
5214	Robyn leant against the door to the office and found herself experiencing the old , familiar surge of deep annoya	0
5215	Who can honestly say that they have never been consumed by that intense annoyance , never felt that burning but wrenching tension and anger at life 's petty frustrati	0
5216	Dotty flushed with annoya	0
5217	She was absolutely li	0
5218	` He was li	0
5219	His face was livid , and his hand had clapped to his sw	0
5220	Tabitha Campbell-Black was livid because she won a bag of Bailey 's Performance Mix horse feed rather than a T-shirt with a picture of a polo pony on the fr	0
5221	Mansell was livid and admitted he ran away from the scene of the accident to avoid being tempted into big trou	0
