	Test text	Test emotions	Predicted emotions
2989	i feel quite devastated when i have to rush away sometimes	sadness	sadness
2990	i wish there was something i could do sitting here in the midwest i feel so helpless	fear	fear
2991	i won t feel like there would be a dull moment with him	sadness	sadness
2992	i wont go on into a full in depth review of it just say why i feel its the superior version	happy	happy
2993	i feel the only news which soothes the troubled minds is the news from uk	sadness	sadness
2994	i guess i am just feeling slightly shaken at this sudden news	fear	fear
2995	i feel like im being greedy asking for something so expensive	anger	anger
2996	i feel irritated by everything	anger	anger
2997	im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom	sadness	sadness
2998	i get it crumble but thanks for feeling the need to tell me that im the one who is fucked up	anger	anger
2999	i stop learning or if i am feeling inhibited my performance flounders	fear	fear
3000	There was one other horrified observer of the sce	fear	fear
3001	i would have wasted time and money and i just feel really pressured because i dont want to do that	fear	fear
3002	i will share my home my life and what i feel is gorgeous fun and noteworthy all the while tracking my existence day to day	happy	happy
3003	i am normally better at avoiding the expensive pre packaged products when i go to waitrose but i was still feeling a bit shaken up from the parking issues so bought some extra bits to calm my nerves	fear	fear
3004	i feel tranquil and content	happy	happy
3005	i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago	happy	happy
3006	i spent two weeks in zombie mode then two weeks feeling all my feelings again after being numb for so long	sadness	sadness
3007	i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed	anger	fear
3008	i feel paranoid about this you havent talked to me in two days and im scared	fear	fear
3009	i feel so envious and proud of you at the same time if it is at all possible to feel that way	anger	anger
3010	i feel pretty lame all together so i will stop here and share a bit more of my fudgy mediocre doodles	sadness	sadness
3011	i feel terribly like cassandra locking myself in attics and barns to write in beloved journals warmed by my ginger cat mine huckleberry and hers abelard	happy	sadness
3012	i feel especially vulnerable to being treated as a second class citizen	fear	fear
3013	i feel it is important to support young people in their creative endeavors	happy	happy
3014	i would love to hear from you so feel free to add your comments or to send me an email info wolfiewolfgang	happy	happy
3015	i feel that his apology was sincere i just couldnt help feeling a bit more unhappy about what happened	happy	sadness
3016	i feel convinced that i am on the brink of something amazing	happy	happy
3017	Now it was the Young King who drew back and , doubtless to their father 's immense exasperation , refused to accept Richard 's hom	anger	anger
3018	i think there are quality submissions out there but authors are conforming more to writing in genres they feel will get accepted by a publisher	happy	happy
3019	i was supposed to feel sympathy for emma im afraid i failed	fear	fear
3020	i feel groggy today and tired	sadness	sadness
3021	i admit to feeling sympathy with the dignified and the defiant	happy	sadness
3022	i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now	anger	anger
3023	i feel all weird when i have to meet w people i text but like dont talk face to face w	fear	fear
3024	im feeling quite well acquainted with	happy	happy
3025	i have not done any hill training but am not feeling apprehensive about it at all	fear	fear
3026	i face turn red and feel shy emm no	fear	fear
3027	i too still believe in feminism and i still believe in the saving power of rock music as bauer proclaims at the end of the article so why am i left feeling skeptical and unconvinced	fear	fear
3028	i can feel my self as a fearless continuous being	happy	happy
3029	im feeling distracted i tend to practice with my eyes shut as much as possible	anger	anger
3030	i am thrilled for a lot of these things i feel petrified	fear	fear
3031	i want to feel pretty or handsome or something	happy	happy
3032	i feel so frightened i just wanted to document the way i m feeling	fear	fear
3033	i feel hateful of myself for being alone	anger	anger
3034	Alexandra was extremely excited , over-excited in Janet 's opin	happy	happy
3035	i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love	anger	fear
